repository	old_ref	old_tip	old_tree	old_path	old_blob	old_bytes	final_path	final_blob	disposition	review_mode	final_source_basis	reason	reviewer	reviewed_at
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/011.md	d889585d697b148600fdffa0035e8b6a5b982b86	7934	docs/commits/011.md	b373e37860a910349caa459e0996e7bd361edde7	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:011; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/012.md	4f82e44e1949052ee268e6e1d4b7221c678d3825	5519	docs/commits/012.md	4c32217fac56563d21d3877a36a105d13e232ac3	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:012; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/013.md	407988178b76eb6bbdd082b24977dabd0d1d191c	7915	docs/commits/013.md	cd619584900daa4fd030dc0c39b7546fdee8b91e	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:013; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/014.md	8f786ea9f43728cd99957e4b796c8f5f5f836992	8455	docs/commits/014.md	1949078bae03f3d32a815495fe79ba2ae2260ab6	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:014; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/015.md	e5676a20fab40e5a62de682e27ab3b562aefc1bf	8718	docs/commits/015.md	88ea50afd98732fbbffbe68e46912d9a60063d43	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:015; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/016.md	4e4976ec646077c0fe1a0c0cc009227be07f0118	7771	docs/commits/016.md	a23d672f0a01c715cff2cddd50d24448a982b8c0	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:016; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/017.md	37f942624636b827a79cbf8be8a0e2247331bd38	8332	docs/commits/017.md	cd1f0d78c5e70e25807079426af03993a225923b	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:017; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/018.md	bd0cb9e8eb00cd1f0191016daa70c96247641d28	11652	docs/commits/018.md	e6c8d529bd92a8b8075966f3e87e3ea44a2fec3d	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:018; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/019.md	9bedabffc1d0c56e4dcd428a5227d077ef025638	11189	docs/commits/019.md	dd0001ddd640b38ea0a75ce1617be9295a330079	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:019; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/020.md	2d787b44f440f7b0bd224f1ad12cdba5e0a80132	16090	docs/commits/020.md	14dd59a0f9ee0dea7f6f3cae50bbbb2aa2db7aa1	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:020; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/021.md	6df20d143c65b5a6760fecd740aaa49740562707	12410	docs/commits/021.md	88bd616e1aeda8de8758f9dedf62747155bc712e	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:021; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/022.md	4bd69bb6503cd9870e85854f076ec6655b3f0729	12501	docs/commits/022.md	5a3d798c6dbb3f5f868ff5cf3fdafc7290e2e211	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:022; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/023.md	e5dc0779581dd99cc5d46bcdb380da7c3300216c	12117	docs/commits/023.md	ea966b5b3b74984f8e299d0bcccf8f3cd268ea8c	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:023; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/024.md	bd4df7f3998277f68f1900462a21fbe1dfccb035	12815	docs/commits/024.md	ee7406fb2623f7e317bbf3273a6956e80aa5c19c	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer body reused while final commit metadata and links were normalized; stable_id=answer:024; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/025.md	dcb638099083eb78d13eea1128260218063404cc	8784	docs/commits/025.md	ccdebeb00292f8bb6f1e4c1e0a15a7242140331b	corrected	direct-content	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer corrected against the normalized final source diff; stable_id=answer:025; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/026.md	b29a2c7ff330a2c77c314a1f25e51af07cce9e7f	12129	-	-	discarded	direct-content	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	historical content publication ID reserved under annotated portfolio-v1; stable_id=answer:026; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/commits/README.md	9bfeeedbba700807329ae8e24e9b9f7299b47bc6	4167	docs/commits/README.md	b9997ad26fb13583b0ef072a8353b150902a5aab	replaced	direct-content	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	answer ledger rewritten for the normalized source graph and single current corpus; stable_id=index:answers; publication_basis=6757af78f48ede995a801c21dd9d53c28c6c8aef	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/001.md	6d0bee7a7f7d1e829b9d9dee36c339140b411055	4773	docs/practice/001.md	49a89a8def769079c2518c18deca23abf9418221	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:001; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/003.md	498403e115e1bebc9bb2358e8988584922f0f9f2	6499	docs/practice/003.md	bcff260e6fbb73abaf5541b7d99016269ead01a1	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:003; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/004.md	2a4b25fff4d68842ceb7e4ff335a1ee801bebe3a	6169	docs/practice/004.md	178c829bee713f662aea3e9a55b8b2cc52c071e2	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:004; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/005.md	30917d6492de6769fea90782d5753a1706082fe6	4517	docs/practice/005.md	c76a6874fe5833d71d8219e5eca55970c5b45da0	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:005; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/006.md	4167b0677efef9898a313e67889c5b7a83cd820d	5767	docs/practice/006.md	ea8d98bdfd8034337c6d938d166c56449b89e5b2	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:006; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/007.md	467d5059db0e2acedaa50fed7fae00c66384b931	6000	docs/practice/007.md	88eb74b331d37eab4bc3127a596dc8999a285c8e	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:007; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/008.md	5112870367dbee17b56f6f6e722faf81a7c8126f	5516	docs/practice/008.md	9171ccb384c4e70bbc40d03d10e235c9b86e43b5	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:008; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/009.md	2aa0cb5cfd487a44dec63fa64110796cbdefe896	5970	docs/practice/009.md	cd2e9cd95e71072912b896a44558ea3fa9f5d855	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:009; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/010.md	a0919a7a64ba1468ec04848d614db28e9223b3a9	5672	docs/practice/010.md	fd018c15e67a20530cf20022852062e237d5d1e4	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:010; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/011.md	a63a01bb9e3088c032e02d57b414a816c38206e9	4251	docs/practice/011.md	fafda4ad8b890d615ad02c520e3284672325a352	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:011; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/012.md	29a5c31c7e26c77dedf9fc7dafcd7cf89b159589	3264	docs/practice/012.md	c9cc0ab25f48be64507bf585bd9289ff83b13791	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:012; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/013.md	47304680e51200dde35281d4b127bd53d7bbcb58	4904	docs/practice/013.md	302fe79c1e77222691b505d9370be575c27f0004	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:013; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/014.md	ce7b7e11b9f3659fba1f44eac5cb854a0ad68b0c	5790	docs/practice/014.md	336c6c2a46dc9d8abb0e182bd066abe871849884	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:014; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/015.md	e4e7a27d8bb967037bfd034356f6fed3b00b3982	5256	docs/practice/015.md	0d49fae937c60af9f9fdee927d702f61706f1f77	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:015; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/016.md	e45c2ae322c78d33045dde3824449fa94e19dcff	4919	docs/practice/016.md	f9c67fbf6d2fbeaf4ee56753e3657a7982dc33da	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:016; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/017.md	524317a076bedc7f1711249230c624fe4bcfc7b4	4966	docs/practice/017.md	460949dc345fbdc28ba872c16ae44f936b8eea69	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:017; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/018.md	1acd1e5c9d2e586cdb6f19e8457755c775e59473	6700	docs/practice/018.md	b6be2807812a072ee706d67d1bcc69a54e9f2ae3	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:018; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/019.md	20886b3c5ca506fab8157d5edd354354dcd90bba	6018	docs/practice/019.md	c237297e349a7c8416a5b17e7d62a9e064a4fd2d	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:019; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/020.md	745008a24fd7ff41d24925ee90f84d54b9a308b9	9658	docs/practice/020.md	6ff65fb301798db8ad0f3944d650610a74069942	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:020; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/021.md	36cdd082d91fbf6d311312f304a5904994ce7579	6106	docs/practice/021.md	2b99ecec2a6771f0c52cfbb9aab74e8659e954c3	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:021; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/022.md	5e67a017dbc4107776d2e6020de42f6f19cd16e7	6276	docs/practice/022.md	24f4a38329983c5a66c4e1d66544e4af97faa320	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:022; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/023.md	7a914e10823658388579e69d0bd72524a527c9c8	6354	docs/practice/023.md	818cb604cb24c87adff7588487783d83fd0ac88d	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:023; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/024.md	de849ec905d68a4824d16f35b5d9cdd99ece5344	6630	docs/practice/024.md	8580b85dd8396c28363e9029f411aba87d15c6aa	corrected	metadata-only	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice body reused while final source metadata, banner and link were normalized; stable_id=practice:024; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
portfolio-site	learning/portfolio-v1	d40b2d51b50209524b103a69890e7bc20eca9365	f9e85943784e5e1dce037c56ac2e245b96241aed	docs/practice/README.md	15bb80922a7a197eb31a8acb0f74112bad98b048	2182	docs/practice/README.md	26766caf9fbc8b059963f64e05b45104bf7dde16	replaced	direct-content	38f61b1a405d1e1e72342f290cf36cdf6b1ef111	practice ledger rewritten after the answer barrier with final omissions and current links; stable_id=index:practice; publication_basis=6d720c187bf8690b3b0cca499e61dd685bb867a1	repository-owner	2026-07-20T21:56:02+09:00
