repository	old_ref	old_tip	old_tree	stable_id	old_path	old_blob	old_bytes	final_path	disposition	review_mode	final_source_basis	final_source_tree	reason	reviewer	reviewed_at
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	006	docs/commits/006.md	cbf851983dfb87cc87c7c43ff352b6b0741d9ef9	482	docs/commits/006.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	007	docs/commits/007.md	42e251fac3dd5182b3a90b9ba85b96a3da195b92	392	docs/commits/007.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	008	docs/commits/008.md	de96e7cabbc608f2523db005161dcca8f4957c24	438	docs/commits/008.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	answer-index	docs/commits/README.md	8fa3987afef7cd154895ce90bf4353d523c85dcc	955	docs/commits/README.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	notes-index	docs/notes/README.md	3e3e81b7292ad5b4b61a1bad26d93d1a4d5bd343	406	docs/notes/README.md	adopted	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	note:database-delivery	docs/notes/database-delivery.md	4d218b0c639e4aaf852dbc6541076fbc73191ddc	750	docs/notes/database-delivery.md	adopted	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	note:docker-image	docs/notes/docker-image.md	3db750e48800b7e6f6bb3032ec399e34fb7d518c	826	docs/notes/docker-image.md	adopted	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	note:health-ci	docs/notes/health-ci.md	6f640c73469395e844a29fdb450811ebc578378e	727	docs/notes/health-ci.md	adopted	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	note:runtime-config	docs/notes/runtime-config.md	eef545cdb5b5c0a9a3f8172359e1f30e4cda1a90	660	docs/notes/runtime-config.md	adopted	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	002	docs/practice-source-split-v1/002.md	b30acf124703d18b61bb4beec42d121db6c14ac1	3246	docs/practice/002.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	003	docs/practice-source-split-v1/003.md	5dfdaa88252a22273ae039e848f049b9aa48310b	2175	docs/practice/003.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	005	docs/practice-source-split-v1/005.md	916726ea22e39a699933061736401da9c5774967	2320	docs/practice/005.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	006	docs/practice-source-split-v1/006.md	94fabd9129648647031ef0046b7421c8922dd69f	1888	docs/practice/006.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	007	docs/practice-source-split-v1/007.md	2e20b863d1289d543231a79573230fc3b5ac7872	2112	docs/practice/007.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	011	docs/practice-source-split-v1/011.md	9b2de482b74ff536c42977ed490800b8bb81a7e8	2532	docs/practice/011.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	practice-index	docs/practice-source-split-v1/README.md	521039afd1b1b7495dc9faa547bd70a14277cbb0	2872	docs/practice/README.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	001	docs/practice/001.md	bf494560cfc6bded3edfdbf540a69a418f3a56c6	492	-	discarded	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	002	docs/practice/002.md	75b94e7f9214e6e64570c510cd3ff67c9300c5cd	374	docs/practice/002.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	003	docs/practice/003.md	b392eb1743f537086a669ea919fbf4e7e35444d1	378	docs/practice/003.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	004	docs/practice/004.md	ec933d451b9cdfd7c6200aaefe4e033226ac8733	394	-	discarded	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	practice-index	docs/practice/README.md	fe0aa74328de412340ffcfe0711ab306e5558d01	695	docs/practice/README.md	replaced	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1	bf1a84e6eecd4544676a71ea7143b01a01b18a4d	02eb4ab1036663c14a967d7c11238247decbb81b	reflection	docs/reflection/retrospective.md	3984dff54bd0b207fbc317d56019e1c78317ee08	572	docs/reflection/retrospective.md	adopted	oid-identical	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	duplicate-of-canonical-v1.0.1-same-path-and-blob;final-disposition-in-canonical-row	mechanical-crosswalk	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	active-index	docs/README.md	7acbdab88b7d4b252a99184417799afa11b5f569	929	docs/README.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	single-active-index-current-ref-and-path-normalization	/root/delivery_learning_matrix	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	012	docs/commits-delivery-v1.0.1/012.md	2eea86e3a91667955ad91626771183cd6deabf1a	706	-	discarded	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	absorbed-navigation-successor-not-reachable-in-final-source	/root/delivery_learning_matrix	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	answer-index	docs/commits-delivery-v1.0.1/README.md	b3163d9beb8c0f6f7d68144c1ceefcab9d2b42cd	1037	docs/commits/README.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	single-answer-ledger-replacement	/root/delivery_learning_matrix	2026-07-21T00:49:45+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	000	docs/commits-source-split-v1/000.md	f9cca649b9a6ac5e1dd4c076b854d42406e5938a	6141	docs/commits/000.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	final-answer-contract-completion-and-source-crosswalk	/root/delivery_answer_validation	2026-07-21T00:47:03+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	001	docs/commits-source-split-v1/001.md	8f0d7e24cdf642fa0b1ec0b1b37e9a13ad591aa7	5205	docs/commits/001.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	final-answer-contract-completion-and-source-crosswalk	/root/delivery_answer_validation	2026-07-21T00:47:03+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	002	docs/commits-source-split-v1/002.md	48a36f67fdc517a8994961f2fb0955c97a57792f	8310	docs/commits/002.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	final-answer-contract-completion-and-source-crosswalk	/root/delivery_answer_validation	2026-07-21T00:47:03+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	003	docs/commits-source-split-v1/003.md	8301af602356301e18786477a23d89482dfbde8c	4165	docs/commits/003.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	final-answer-contract-completion-and-source-crosswalk	/root/delivery_answer_validation	2026-07-21T00:47:03+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	004	docs/commits-source-split-v1/004.md	319220cda1c24e16907ae2d67275fda04692f219	3825	docs/commits/004.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	final-answer-contract-completion-and-source-crosswalk	/root/delivery_answer_validation	2026-07-21T00:47:03+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	005	docs/commits-source-split-v1/005.md	7230e32cc01b13302e2bb3e9fb71b3be316dbe2c	4962	docs/commits/005.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	final-answer-contract-completion-and-source-crosswalk	/root/delivery_answer_validation	2026-07-21T00:47:03+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	006	docs/commits-source-split-v1/006.md	7527a18ae13569c0cdcc05b86a0794e6b4aad0a0	3446	docs/commits/006.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	final-answer-contract-completion-and-source-crosswalk	/root/delivery_answer_validation	2026-07-21T00:47:03+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	007	docs/commits-source-split-v1/007.md	264741eae2269feda17ae5e27bb10509a8e1cdab	4053	docs/commits/007.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	final-answer-contract-completion-and-source-crosswalk	/root/delivery_answer_validation	2026-07-21T00:47:03+09:00
backend-delivery-training	learning/delivery-v1.0.1	034e284ce49915c5f2fed4e7d170fa46a7055204	ca27a81d7691abe6c80fcb5c9c48e24e6284a0e0	008	docs/commits-source-split-v1/008.md	b35a216efc4598222c87895f22d94a2537e5f758	2938	docs/commits/008.md	replaced	direct-content	fc9e1d3dc36415b4d6e7287d3738b4c1c9136364	be1fda88eb5fed37e9fd941bb13204f76cc78121	final-answer-contract-completion-and-source-crosswalk	/root/delivery_answer_validation	2026-07-21T00:47:03+09:00
