repository	union_path	scope	old_ref_tip_tree_crosswalk	old_main_blob	branch_blob_crosswalk	relation	donor_class	final_path	final_mode	final_blob	final_bytes	disposition	review_mode	audit_signals	final_source_basis	final_source_tree	reason	reviewer	reviewed_at
backend-reliability-training	docs/commits-source-split-v1/090.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:ff850da9ed7a88b7b6cefd0906d31b8dc457a9c5:3902;learning/reliability-v2=100644:ff850da9ed7a88b7b6cefd0906d31b8dc457a9c5:3902;learning/reliability-v2.0.1=100644:ff850da9ed7a88b7b6cefd0906d31b8dc457a9c5:3902	oid-identical-all	oid-identical	docs/commits/090.md	100644	ac0bb3f44d6267da3cdb7c19512fcb6e1e552fa5	4648	replaced	direct-content	candidate=none;candidate_relation=none;impact=exact-hash-ledger,deleted-learning-ref	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	policy-designated-semantic-or-rederived-content-review	/root/reliability_writer+repository-owner	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits-source-split-v1/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:9d194e9e5c859ecdced51e28f79921f41b45cadd:4131;learning/reliability-v2=100644:9d194e9e5c859ecdced51e28f79921f41b45cadd:4131;learning/reliability-v2.0.1=100644:9d194e9e5c859ecdced51e28f79921f41b45cadd:4131	oid-identical-all	oid-identical	docs/commits/README.md	100644	3aaa5dc7a2e8e3c48cb2b7c84cc5f04b9f04ddb1	26477	replaced	direct-content	candidate=none;candidate_relation=none;impact=exact-hash-ledger	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	policy-designated-semantic-or-rederived-content-review	/root/reliability_writer+repository-owner	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits-v2/091.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=absent;learning/reliability-v2=100644:55f20dfa7aea716f9c574c94b40f3c879ebd0cee:3985;learning/reliability-v2.0.1=100644:55f20dfa7aea716f9c574c94b40f3c879ebd0cee:3985	oid-identical-v2-v2.0.1	oid-identical	docs/commits/091.md	100644	c4d4eeb80ea24126a4fe5b0a57b9ced7e5e444f0	4114	replaced	direct-content	candidate=direct-content;candidate_relation=introduced-v2 and unchanged in v2.0.1;impact=exact-hash-ledger	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	policy-designated-semantic-or-rederived-content-review	/root/reliability_writer+repository-owner	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits-v2/092.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=absent;learning/reliability-v2=100644:aedaed866d31940e3e9f695542b6f38ce5c5cf10:2854;learning/reliability-v2.0.1=100644:aedaed866d31940e3e9f695542b6f38ce5c5cf10:2854	oid-identical-v2-v2.0.1	oid-identical	docs/commits/092.md	100644	616555ab6f48555b1f22c9e44c6f04ff0ba08b37	3333	replaced	direct-content	candidate=direct-content;candidate_relation=introduced-v2 and unchanged in v2.0.1;impact=exact-hash-ledger,deleted-learning-ref	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	policy-designated-semantic-or-rederived-content-review	/root/reliability_writer+repository-owner	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits-v2/README.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=absent;learning/reliability-v2=100644:deb55a9b34c809defed2b54343c48c87f7a1f7a8:2727;learning/reliability-v2.0.1=100644:deb55a9b34c809defed2b54343c48c87f7a1f7a8:2727	oid-identical-v2-v2.0.1	oid-identical	docs/commits/README.md	100644	3aaa5dc7a2e8e3c48cb2b7c84cc5f04b9f04ddb1	26477	replaced	direct-content	candidate=direct-content;candidate_relation=introduced-v2 and unchanged in v2.0.1;impact=exact-hash-ledger,deleted-learning-ref	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	policy-designated-semantic-or-rederived-content-review	/root/reliability_writer+repository-owner	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits/000.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:09db916cab3e86eb0a90bf41bb8fb301c57b5450:3385;learning/reliability-v2=100644:09db916cab3e86eb0a90bf41bb8fb301c57b5450:3385;learning/reliability-v2.0.1=100644:09db916cab3e86eb0a90bf41bb8fb301c57b5450:3385	oid-identical-all	oid-identical	docs/commits/000.md	100644	713e5dda7fc2bb8402b2b021fb2b12ac4140dd3b	3825	replaced	metadata-only	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	source-hash-ref-or-active-path-crosswalk-only	/root/reliability_writer	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits/001.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:dd152cf667a976423ca8269604b015caf51dfcc4:11588;learning/reliability-v2=100644:dd152cf667a976423ca8269604b015caf51dfcc4:11588;learning/reliability-v2.0.1=100644:dd152cf667a976423ca8269604b015caf51dfcc4:11588	oid-identical-all	oid-identical	docs/commits/001.md	100644	bfc7ed74597149801dc35937997b2edc9c3ab849	12064	replaced	metadata-only	candidate=none;candidate_relation=none;impact=legacy-short-hash	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	source-hash-ref-or-active-path-crosswalk-only	/root/reliability_writer	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits/003.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:7257be38228ac817a572dd3b36aca14e285b53a3:1963;learning/reliability-v2=100644:7257be38228ac817a572dd3b36aca14e285b53a3:1963;learning/reliability-v2.0.1=100644:7257be38228ac817a572dd3b36aca14e285b53a3:1963	oid-identical-all	oid-identical	docs/commits/003.md	100644	18643e4632aca4464e28d57df4ae54f9f1cab71d	2445	replaced	metadata-only	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	source-hash-ref-or-active-path-crosswalk-only	/root/reliability_writer	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits/004.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:3d84613df61fd32d1265105d57ba93c1fa737c4b:15359;learning/reliability-v2=100644:3d84613df61fd32d1265105d57ba93c1fa737c4b:15359;learning/reliability-v2.0.1=100644:3d84613df61fd32d1265105d57ba93c1fa737c4b:15359	oid-identical-all	oid-identical	docs/commits/004.md	100644	97a01dacdb5cd7e6749324fee68e6abbc4eb4e38	15845	replaced	metadata-only	candidate=none;candidate_relation=none;impact=legacy-short-hash	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	source-hash-ref-or-active-path-crosswalk-only	/root/reliability_writer	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits/005.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:f6790ec9f195ba49e51e8c491b50623fa17e292f:7375;learning/reliability-v2=100644:f6790ec9f195ba49e51e8c491b50623fa17e292f:7375;learning/reliability-v2.0.1=100644:f6790ec9f195ba49e51e8c491b50623fa17e292f:7375	oid-identical-all	oid-identical	docs/commits/005.md	100644	df48b931931126b39deab0fafd0c736d4d87733d	7859	replaced	metadata-only	candidate=none;candidate_relation=none;impact=legacy-short-hash	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	source-hash-ref-or-active-path-crosswalk-only	/root/reliability_writer	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits/007.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:99ce27c21e67839ae323b762dcf6cb834f8941b9:1084;learning/reliability-v2=100644:99ce27c21e67839ae323b762dcf6cb834f8941b9:1084;learning/reliability-v2.0.1=100644:99ce27c21e67839ae323b762dcf6cb834f8941b9:1084	oid-identical-all	oid-identical	docs/commits/007.md	100644	35ab55989e0cf7175e1e451c3bafd9aa6f80bbfe	1560	replaced	metadata-only	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	source-hash-ref-or-active-path-crosswalk-only	/root/reliability_writer	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits/008.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:9fffcb0e81ffe0bf6e5d0a57c95a3a450d8c5578:2828;learning/reliability-v2=100644:9fffcb0e81ffe0bf6e5d0a57c95a3a450d8c5578:2828;learning/reliability-v2.0.1=100644:9fffcb0e81ffe0bf6e5d0a57c95a3a450d8c5578:2828	oid-identical-all	oid-identical	docs/commits/008.md	100644	1d2034f28e20a15e5711dc03d4630fda41aab550	3308	replaced	metadata-only	candidate=none;candidate_relation=none;impact=none	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	source-hash-ref-or-active-path-crosswalk-only	/root/reliability_writer	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits/009.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:56bd820a4c427b2d3f1a9940921be6c5246a9d2d:13709;learning/reliability-v2=100644:56bd820a4c427b2d3f1a9940921be6c5246a9d2d:13709;learning/reliability-v2.0.1=100644:56bd820a4c427b2d3f1a9940921be6c5246a9d2d:13709	oid-identical-all	oid-identical	docs/commits/009.md	100644	09d4e31c62942cce6a9e7f5326ccda1f823b6a78	14193	replaced	metadata-only	candidate=none;candidate_relation=none;impact=legacy-short-hash	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	source-hash-ref-or-active-path-crosswalk-only	/root/reliability_writer	2026-07-21T02:42:16+09:00
backend-reliability-training	docs/commits/010.md	learning-only	learning/reliability-v1@c4b34b46e3024f4f9ccef8b3c884184763622680#1c9eaf7989dc2c840281fdf0207bd3bb7dc5926d;learning/reliability-v2@634f9c27776ce10ccf9fe52d885d831abce4c0e2#52f7d148321dd747b6195a7465d0c1e4631f8bd7;learning/reliability-v2.0.1@5a6a11d65379e4607c3bdaadf467c37cc0b42d50#69cd9950e5c933048dbe3de609dc582defbdbfcc	main=absent	learning/reliability-v1=100644:23797eb625f0202e4c81d43aff6e3bf1a712b0f6:7497;learning/reliability-v2=100644:23797eb625f0202e4c81d43aff6e3bf1a712b0f6:7497;learning/reliability-v2.0.1=100644:23797eb625f0202e4c81d43aff6e3bf1a712b0f6:7497	oid-identical-all	oid-identical	docs/commits/010.md	100644	ebeb8919f3166c7adb06173186a46d8dc90f8269	7980	replaced	metadata-only	candidate=none;candidate_relation=none;impact=legacy-short-hash	d1675f1f07056df81ad2719f5b9fc067d14ad365	5bc7840641632b17636e232b75a57ef48a283e42	source-hash-ref-or-active-path-crosswalk-only	/root/reliability_writer	2026-07-21T02:42:16+09:00
