stable_path_id	corpus_stable_id	old_path	scope	relation	v1_ref_tip_tree	v1_mode_blob	v1_0_1_ref_tip_tree	v1_0_1_mode_blob	disposition	review_mode	final_basis_commit	final_basis_tree	final_path	final_mode_blob	reason	reviewer	reviewed_at_kst
betting-path-011	003	docs/commits-codex-5.6/003.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@80e21b7f93ac9cb878aa505eae3b27fd866742bf	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@80e21b7f93ac9cb878aa505eae3b27fd866742bf	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-012	004	docs/commits-codex-5.6/004.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@64a78255ef97b6c4f348777b5af89105464daf06	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@64a78255ef97b6c4f348777b5af89105464daf06	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-013	005	docs/commits-codex-5.6/005.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@5c318570e39882b9408dcab8f5a533d73e05b3a9	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@5c318570e39882b9408dcab8f5a533d73e05b3a9	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-014	006	docs/commits-codex-5.6/006.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@eb016568ec748654241ff191a7fc101829608c13	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@eb016568ec748654241ff191a7fc101829608c13	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-015	007	docs/commits-codex-5.6/007.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@08500b2292fafd44f1e723ac8e4abadcf3a1b32d	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@08500b2292fafd44f1e723ac8e4abadcf3a1b32d	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-016	008	docs/commits-codex-5.6/008.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@e12b05dd372917f8842d930ca5f774404e229f89	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@e12b05dd372917f8842d930ca5f774404e229f89	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-017	009	docs/commits-codex-5.6/009.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@62455952113c4c93bd47f05dd5b7ea58c3e55a17	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@62455952113c4c93bd47f05dd5b7ea58c3e55a17	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-018	010	docs/commits-codex-5.6/010.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@49e7cf115f4ee9e380fa4591b4b60d1ee563a91a	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@49e7cf115f4ee9e380fa4591b4b60d1ee563a91a	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-019	011	docs/commits-codex-5.6/011.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@c26e27329f96e3b739dd1cca911d64743ff9c077	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@c26e27329f96e3b739dd1cca911d64743ff9c077	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-020	012	docs/commits-codex-5.6/012.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@b291ecf1e6f812f2ee64d0571b1fa32e97d2a233	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@b291ecf1e6f812f2ee64d0571b1fa32e97d2a233	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-021	013	docs/commits-codex-5.6/013.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@e5e55cef318e00e55ed598d139cc10625da05d73	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@e5e55cef318e00e55ed598d139cc10625da05d73	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-022	014	docs/commits-codex-5.6/014.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@51a0e38691a8c9945ea70e2d68ceb0ce1963af66	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@51a0e38691a8c9945ea70e2d68ceb0ce1963af66	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-023	015	docs/commits-codex-5.6/015.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@b2788b41409e46dfce7123cc1d7fcd04202033e5	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@b2788b41409e46dfce7123cc1d7fcd04202033e5	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-024	016	docs/commits-codex-5.6/016.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@c4e7680d4f77fcaceb89a0bfe32e43d782f0a087	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@c4e7680d4f77fcaceb89a0bfe32e43d782f0a087	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-025	017	docs/commits-codex-5.6/017.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@ca26dca284daaa53965a4fa9c4defa78511a110c	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@ca26dca284daaa53965a4fa9c4defa78511a110c	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-026	018	docs/commits-codex-5.6/018.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@1918b89958ebe6089f9c5959e9550e8eb79dc669	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@1918b89958ebe6089f9c5959e9550e8eb79dc669	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-027	019	docs/commits-codex-5.6/019.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@144638b2601b28f2643c3a79168950c1c6b3dda9	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@144638b2601b28f2643c3a79168950c1c6b3dda9	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-028	020	docs/commits-codex-5.6/020.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@ac5106ff53bbb073ce617f25837bfef9b5388e7e	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@ac5106ff53bbb073ce617f25837bfef9b5388e7e	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-029	021	docs/commits-codex-5.6/021.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@d81984233eb72a2c5ff53ebdd4307d67712728cf	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@d81984233eb72a2c5ff53ebdd4307d67712728cf	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-030	022	docs/commits-codex-5.6/022.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@88c725baf5d1dc9a2bf79afa54e8a41e6be18012	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@88c725baf5d1dc9a2bf79afa54e8a41e6be18012	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-031	023	docs/commits-codex-5.6/023.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@e399e4abfb2bdfaa35cfc8b100296c27615d1ec5	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@e399e4abfb2bdfaa35cfc8b100296c27615d1ec5	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
betting-path-032	024	docs/commits-codex-5.6/024.md	discarded	identical	learning/betting-v1@4384d307461be43d3ae4761a8de60615a2594336#bebd3140dd4b21cb452724b51502b3413c13434e	100644@8a9e2bd83e98dc6e75e348702db96054871f1ab0	learning/betting-v1.0.1@167b3b512313ce4ced13b466d7c6e50dc0096709#d1b0954d376f9ffd88573b548579c4e9a383caac	100644@8a9e2bd83e98dc6e75e348702db96054871f1ab0	drop-obsolete-codex-basis	oid-identical	6ceacca9fceab3638bd710e55a7f1131c180e0a7	422a168b44b089d9d1d512126d3db01a01d17ada	-	-	drop-obsolete-codex-basis; relation=identical; preliminary_review=no; final_learning_tip=9c8038887599368f57ac155978af75e575980307; final_learning_tree=06994f2ad51df10fc505b0c43f63c32e37a59900	seungwoo7050/repository-owner-review	2026-07-21T12:44:00+09:00
