old_commit	new_commit	old_parents	new_parents	old_tree	new_tree	old_timestamp	new_timestamp	disposition
ba856fe75f09ff3c70d58aa717fe5127777e563b	4cd6b03e53b5d5712791734c09459883dbb20829	7aff97f4e614f4f06306f6976c0e9adc636b5de9	7dffe52560fd095eaa4cd9cfaf4bef58dec5dd3f	d0e1ac231ad97159653352c508f47480d31285c3	3fe1cfa971e130f3c52201126a4c1c40b1dc3b2f	2024-11-16T09:59:31+09:00	2024-11-16T09:59:31+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
542936cfaefd5eef7f7181e0279e81ae9d32bc6c	7969edc75bc2d2af515e63c1e3f4f1c714d0f80d	ba856fe75f09ff3c70d58aa717fe5127777e563b	4cd6b03e53b5d5712791734c09459883dbb20829	4bc24334dca533cedf236945f0b7cb5582d4c083	15cbb05f12e5dc23309cccbabbd6d382cc2837d6	2024-11-18T21:05:02+09:00	2024-11-18T21:05:02+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
6c4f09f4b35b2f1a2ba9f7058449b3b5572f6d61	670d7db972cc96904c035b3452bc0d8dfdcf2682	542936cfaefd5eef7f7181e0279e81ae9d32bc6c	7969edc75bc2d2af515e63c1e3f4f1c714d0f80d	72254545ad8087f4ff963031cc837cf3a9c6080a	6e8503f9b1f2110758d4fa8d6001a46aa563b9c5	2024-11-20T09:37:47+09:00	2024-11-20T09:37:47+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
2a89af64bef787bd8efe38eac5bc5f7db957a13e	6d0605e54afbcb888bc8efca0091733830257745	7aff97f4e614f4f06306f6976c0e9adc636b5de9 6c4f09f4b35b2f1a2ba9f7058449b3b5572f6d61	7dffe52560fd095eaa4cd9cfaf4bef58dec5dd3f 670d7db972cc96904c035b3452bc0d8dfdcf2682	72254545ad8087f4ff963031cc837cf3a9c6080a	6e8503f9b1f2110758d4fa8d6001a46aa563b9c5	2024-11-20T09:46:38+09:00	2024-11-20T09:46:38+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
2482572ff51d3ff8f8ca60b6a2790e100af0e0ab	229e3d4cceaa333f7772c5d91ee4673ddea21759	2a89af64bef787bd8efe38eac5bc5f7db957a13e	6d0605e54afbcb888bc8efca0091733830257745	d087af23b3fc0f371ae56a056307f00a5d6a1b96	53be590903c97f55cf5c9a28bb542ef3b50b6f62	2024-11-21T16:10:32+09:00	2024-11-21T16:10:32+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
b2acb1d2a38265f19dc1becc211c3f265113ac27	330193ceb81525256e5317e9491c0cdd6f2e400a	2482572ff51d3ff8f8ca60b6a2790e100af0e0ab	229e3d4cceaa333f7772c5d91ee4673ddea21759	361e062e83f1d644f98b29d1ad6a6b1d7b46d5c7	2af05f0e4adac5ddf651be07579f24cc3c98c026	2024-11-23T18:29:40+09:00	2024-11-23T18:29:40+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
970fc1396769510fce67bd4bc65ca9640991e9e8	0c088e2a93cc8776bb97a8627de52d81c54390f4	b2acb1d2a38265f19dc1becc211c3f265113ac27	330193ceb81525256e5317e9491c0cdd6f2e400a	a02ef50bb3d53191423c146d855f10c8195bb295	8178554f208f4867b6508ebe76cd0ec158fab4be	2024-11-25T09:02:25+09:00	2024-11-25T09:02:25+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
064862f122dea1f219b22b5539abfe91fa4dd0d4	1cc521469d20c2dcd1a1bbfec0331199f2fc9258	2a89af64bef787bd8efe38eac5bc5f7db957a13e 970fc1396769510fce67bd4bc65ca9640991e9e8	6d0605e54afbcb888bc8efca0091733830257745 0c088e2a93cc8776bb97a8627de52d81c54390f4	a02ef50bb3d53191423c146d855f10c8195bb295	8178554f208f4867b6508ebe76cd0ec158fab4be	2024-11-25T20:48:47+09:00	2024-11-25T20:48:47+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
cf56829d1db260eec5457b4e4c5f501e4b3c1efb	0067c29418a7f399088dc4d1b0c4138f9d001e7c	064862f122dea1f219b22b5539abfe91fa4dd0d4	1cc521469d20c2dcd1a1bbfec0331199f2fc9258	a42457a7b144233ad3b4641310f70ea32c6bf33a	6905e87fa6aee66be68b3821c2f313791234f9ae	2024-11-26T13:35:10+09:00	2024-11-26T13:35:10+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
9315d34173e0273392771e76f46fd02d0a3bbdfc	b059e540981954750b2c1772aea8ec855b89a62e	cf56829d1db260eec5457b4e4c5f501e4b3c1efb	0067c29418a7f399088dc4d1b0c4138f9d001e7c	90463bf7e0063adc360dd1c810865b6ffe7b7a65	258d515f8ad073998e9e1fd0b91de9a73bc065d8	2024-11-28T15:54:18+09:00	2024-11-28T15:54:18+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
3af8fbde4c7f60c527fd78ca46c8818475e505a8	9aca5591de0338b08f7e5709fb28d494d6f01fb5	9315d34173e0273392771e76f46fd02d0a3bbdfc	b059e540981954750b2c1772aea8ec855b89a62e	2e56b3a3f62cc882ab6637df5c478965de405f30	54876e8e0023d521d7803705c7255c9ab93fc80a	2024-11-30T09:27:03+09:00	2024-11-30T09:27:03+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
050d4469acc3748c67509ddb7f4815ca939b836c	7cfc100c38181015e6a19a8d6f7a3e8145d08f18	064862f122dea1f219b22b5539abfe91fa4dd0d4 3af8fbde4c7f60c527fd78ca46c8818475e505a8	1cc521469d20c2dcd1a1bbfec0331199f2fc9258 9aca5591de0338b08f7e5709fb28d494d6f01fb5	2e56b3a3f62cc882ab6637df5c478965de405f30	54876e8e0023d521d7803705c7255c9ab93fc80a	2024-11-30T18:13:25+09:00	2024-11-30T18:13:25+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
34d71b807012ad08740983ac84351714fb262d24	1a11df6c8e705021b179ded94dd95859cd4c33d3	050d4469acc3748c67509ddb7f4815ca939b836c	7cfc100c38181015e6a19a8d6f7a3e8145d08f18	ebc2fa6944cadcb42dda9f19d9934669e36a6b62	ec81f77003ea6f94ff0be3f8b06239b949154ff7	2024-12-01T10:59:48+09:00	2024-12-01T10:59:48+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
5c37d547681fd3280c79749a0afc68637f1f7255	11f6f3807f725f0f17c79f98985278a072f5ec27	34d71b807012ad08740983ac84351714fb262d24	1a11df6c8e705021b179ded94dd95859cd4c33d3	19736d08537c351cb34c438ad285f16eac10ba4a	ba001cc75e5a3eabfc0de6869c87a03b404d1c20	2024-12-03T13:18:56+09:00	2024-12-03T13:18:56+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
fac81e0ce667f680f218eac9ba006f23547ae784	7da7160d51a805af3224c3da00fab01e91d9b484	5c37d547681fd3280c79749a0afc68637f1f7255	11f6f3807f725f0f17c79f98985278a072f5ec27	ca72e26fb46b9065110d8aed21e2271489bd5c2c	9e631d7d42c51209e1fe24fc2980b2f43a6ec087	2024-12-04T10:41:45+09:00	2024-12-04T10:41:45+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
f61b2d47703a14f525dad4c98e57216919ed223b	3e754a4feb639278b4d502b81cba4ac95b9061d0	050d4469acc3748c67509ddb7f4815ca939b836c fac81e0ce667f680f218eac9ba006f23547ae784	7cfc100c38181015e6a19a8d6f7a3e8145d08f18 7da7160d51a805af3224c3da00fab01e91d9b484	ca72e26fb46b9065110d8aed21e2271489bd5c2c	9e631d7d42c51209e1fe24fc2980b2f43a6ec087	2024-12-05T15:38:03+09:00	2024-12-05T15:38:03+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
635f2a5d0ba51623c892fa14cced09f46f45412a	81539d75bfbebc7d589418c19ad745c4bf597619	f61b2d47703a14f525dad4c98e57216919ed223b	3e754a4feb639278b4d502b81cba4ac95b9061d0	cc2f144455ea7e4fcf578b5f514e31a3d67a745d	2fc6dbaa53bc2cbc1b206d948841cd4273e05b44	2024-12-06T09:24:26+09:00	2024-12-06T09:24:26+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
6aa82f9830103fc6376099aded68aabed26c30e4	c8d7c34315bf537536e7fc168ee84f732f404bce	635f2a5d0ba51623c892fa14cced09f46f45412a	81539d75bfbebc7d589418c19ad745c4bf597619	36d71e9066668403378072f86c4e1432dc377f54	9d8d8618cc403c5934464c877804d27f9ad94193	2024-12-09T09:29:56+09:00	2024-12-09T09:29:56+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
f9e003ba0d50a4f46a6e4d89445ffd1696b49d1f	28e3e9e3afe9efe04c5b0594d34437061ffeaa6c	6aa82f9830103fc6376099aded68aabed26c30e4	c8d7c34315bf537536e7fc168ee84f732f404bce	efc62fae5821742386a2b238dc645ad8f01ad113	a817111d0f7b96d079c910106c597f87b173f11a	2024-12-10T13:02:41+09:00	2024-12-10T13:02:41+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
9f0339d8b5655b47e1f09f8266849cc21b6e1e92	eb1478d1b8e560cefc90e17d4a1e108b02b4f75f	f61b2d47703a14f525dad4c98e57216919ed223b f9e003ba0d50a4f46a6e4d89445ffd1696b49d1f	3e754a4feb639278b4d502b81cba4ac95b9061d0 28e3e9e3afe9efe04c5b0594d34437061ffeaa6c	efc62fae5821742386a2b238dc645ad8f01ad113	a817111d0f7b96d079c910106c597f87b173f11a	2024-12-11T09:49:04+09:00	2024-12-11T09:49:04+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
06776d355474cf057c70a201d2b958c08c1d02bb	ee0941a54079d124588221b9ad9c8275dbce2790	9f0339d8b5655b47e1f09f8266849cc21b6e1e92	eb1478d1b8e560cefc90e17d4a1e108b02b4f75f	11453ce17b9036260d0908c703e427b7d25267fc	3e44cbbfce3f06b38ee2cc191916aa80e7666a85	2024-12-11T10:03:09+09:00	2024-12-11T10:03:09+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
2da6987a165ce9058b4f4fbb59b480eb1565f8b1	c9590fad4bfcb8a5c29f3347c5e7b9c53ea9db06	06776d355474cf057c70a201d2b958c08c1d02bb	ee0941a54079d124588221b9ad9c8275dbce2790	01c1b23a29ad046fa457ccf21db5a3551d0a701d	dbd9267a11e2f91672805b8a87d7fe41343e0e34	2024-12-14T17:40:57+09:00	2024-12-14T17:40:57+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
6bbc05294033d1e5153ff80ffd4c19d7a6bc6c53	b37d877c167b2043cdd2c730d81d8fd9d64d6049	2da6987a165ce9058b4f4fbb59b480eb1565f8b1	c9590fad4bfcb8a5c29f3347c5e7b9c53ea9db06	d1a3b700a239dd2950b073f9a966d7ffaaeac4b6	d27d52bf290d26defd8e30c75b61e2ea35a3604f	2024-12-15T17:38:37+09:00	2024-12-15T17:38:37+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
96cc8092d3b2027bdbe5a53e5dd6a797a81de79f	29d7824e124a63bfccba4c1b4aea5c6f5cab1da8	9f0339d8b5655b47e1f09f8266849cc21b6e1e92 6bbc05294033d1e5153ff80ffd4c19d7a6bc6c53	eb1478d1b8e560cefc90e17d4a1e108b02b4f75f b37d877c167b2043cdd2c730d81d8fd9d64d6049	d1a3b700a239dd2950b073f9a966d7ffaaeac4b6	d27d52bf290d26defd8e30c75b61e2ea35a3604f	2024-12-16T09:37:28+09:00	2024-12-16T09:37:28+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
d4ef79961f27181f73019b30ce1f351e8472b59b	34776ecd9240e2e22bd72210f5f7a8c46c05891e	96cc8092d3b2027bdbe5a53e5dd6a797a81de79f	29d7824e124a63bfccba4c1b4aea5c6f5cab1da8	e667200e82db2aa776c6d9853e79a97390815e01	1bd5b5d5ddff61061b16aa8a8e418510f7bcfde5	2024-12-16T17:36:18+09:00	2024-12-16T17:36:18+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
7a00a750f884d70fdd9882b26baa9f2c24ee3ba7	16caf05f5f8f53fdc46862e4506b8f0ad8f01170	d4ef79961f27181f73019b30ce1f351e8472b59b	34776ecd9240e2e22bd72210f5f7a8c46c05891e	6c41244a71735a4dd7f73c5030051850328b46b3	483b280a17a98cb6adc968b226e0edf6a4728fed	2024-12-18T09:32:49+09:00	2024-12-18T09:32:49+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
2e65da7558fe0443c3c00f24d767b7803ce9bbd0	22dcbe105324cf6d79f464cba567cbf769f923c9	7a00a750f884d70fdd9882b26baa9f2c24ee3ba7	16caf05f5f8f53fdc46862e4506b8f0ad8f01170	77a3d24d3a66947267e52c5891045995ff5b19c6	a6d382ea37f493cc8133aae16c5da024a3e16f4a	2024-12-19T09:30:30+09:00	2024-12-19T09:30:30+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
fa2ac0a7e5296ca09a8d3d0d9b294522110c11e0	9354a2594a5a51f943068e95688179dd56f61c57	96cc8092d3b2027bdbe5a53e5dd6a797a81de79f 2e65da7558fe0443c3c00f24d767b7803ce9bbd0	29d7824e124a63bfccba4c1b4aea5c6f5cab1da8 22dcbe105324cf6d79f464cba567cbf769f923c9	77a3d24d3a66947267e52c5891045995ff5b19c6	a6d382ea37f493cc8133aae16c5da024a3e16f4a	2024-12-19T17:29:21+09:00	2024-12-19T17:29:21+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
2075202190b6db063d17e89826a5fef172d5179d	9679061d81bc15a3a1eb7ae121e8213fa5320c6a	fa2ac0a7e5296ca09a8d3d0d9b294522110c11e0	9354a2594a5a51f943068e95688179dd56f61c57	49b0cf27d1081578a5cc91f42ed2bf27317ccb4b	e47d5de0cbf0b07689de9f9e2760f93f16f0976a	2024-12-20T09:28:11+09:00	2024-12-20T09:28:11+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
6e966f35b51a08969fb86b668e487aa3c31dff0c	6d5e496912b54c3e4fbb75d8d56ccac9289f8f63	2075202190b6db063d17e89826a5fef172d5179d	9679061d81bc15a3a1eb7ae121e8213fa5320c6a	514d09fec5861833a7784d5d41d4ccc2011b8173	30e3debbbfc8dc859a60a2c0a9d6d10c0920a960	2024-12-21T17:24:42+09:00	2024-12-21T17:24:42+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
0425302f11295d215df9ad7177a261540b201f42	3aec96ad1377c4557221fa6200c0743b13409bf5	6e966f35b51a08969fb86b668e487aa3c31dff0c	6d5e496912b54c3e4fbb75d8d56ccac9289f8f63	b5b891305d9b53c6523bcf2965fa8396c4e3fd9f	88e0cbb2b30a1818db03e6a2c6ac3e45295631ad	2024-12-22T17:22:23+09:00	2024-12-22T17:22:23+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
1f8dd6b654d9a327cdf26b0caa9a9adae392c1a7	f92dfc2ad160bc813ecc5c8e3d509f192f435286	fa2ac0a7e5296ca09a8d3d0d9b294522110c11e0 0425302f11295d215df9ad7177a261540b201f42	9354a2594a5a51f943068e95688179dd56f61c57 3aec96ad1377c4557221fa6200c0743b13409bf5	b5b891305d9b53c6523bcf2965fa8396c4e3fd9f	88e0cbb2b30a1818db03e6a2c6ac3e45295631ad	2024-12-23T09:21:13+09:00	2024-12-23T09:21:13+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
3f60c104f794d962b1cf728e83c259c6b0b6ea81	d2803ecbd5cd88560d4a84af0246caeb968c9c0a	1f8dd6b654d9a327cdf26b0caa9a9adae392c1a7	f92dfc2ad160bc813ecc5c8e3d509f192f435286	2076b3abab34ed5365690f8318903bfc256b208c	5fa8f082c67a5c7cef0a41c98364947f4d11e756	2024-12-23T17:20:04+09:00	2024-12-23T17:20:04+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
7916e4495778909c94ab4901834019689c38e08c	5b5ba7fef5e11e3fea78575ea9595946cf15ad0b	3f60c104f794d962b1cf728e83c259c6b0b6ea81	d2803ecbd5cd88560d4a84af0246caeb968c9c0a	f99c7ec5f7f7dd9ba2d71da46b2ffc079ff53fc8	9cf68091998563a7baff52617c2530ad999afd5c	2024-12-25T09:16:35+09:00	2024-12-25T09:16:35+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
7a03cc956e27d2ab17e6edca025015b107db5314	07a69207fbbaec3de39da953316046440408e1bc	7916e4495778909c94ab4901834019689c38e08c	5b5ba7fef5e11e3fea78575ea9595946cf15ad0b	27b64d528aca589b03f779f789e506b4563c3613	17fc7745c8db63b924aa70a691c54799317999a1	2024-12-26T09:14:16+09:00	2024-12-26T09:14:16+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
4ae887f02663001fdff881b5b7b2bbae891c5b73	b4cd20ebcd070d8f02fc60589b9458d0ae817231	1f8dd6b654d9a327cdf26b0caa9a9adae392c1a7 7a03cc956e27d2ab17e6edca025015b107db5314	f92dfc2ad160bc813ecc5c8e3d509f192f435286 07a69207fbbaec3de39da953316046440408e1bc	27b64d528aca589b03f779f789e506b4563c3613	17fc7745c8db63b924aa70a691c54799317999a1	2024-12-26T17:13:06+09:00	2024-12-26T17:13:06+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
c54cffe40736cc97512e7b1c7491a13ff2c0f63d	1166a1a614eac551ff0b9627a6ca48d1b1eabb8c	4ae887f02663001fdff881b5b7b2bbae891c5b73	b4cd20ebcd070d8f02fc60589b9458d0ae817231	13db03ee8bf9cad6721789a13dba7e034d7bbd8b	f4bd3e51cc9fd6bb72535be1c4e9c3045fe5deb3	2024-12-27T09:11:57+09:00	2024-12-27T09:11:57+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
5484281596b5173efc0a9a696fae7da435158f3e	3a3c75c8d210a5f0effbe2be5166e541e6855356	c54cffe40736cc97512e7b1c7491a13ff2c0f63d	1166a1a614eac551ff0b9627a6ca48d1b1eabb8c	6b77ae865e3e3ae50cf2dd717ca1666a2eca2129	dc6c18d8137229cf0f5087d2beecc643261216e5	2024-12-28T17:08:28+09:00	2024-12-28T17:08:28+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
0d923ddcdb80e62884be3607c8eb5bfde9b49a02	dbffb4821d37e4d6af714e86a3b837aa013d402f	5484281596b5173efc0a9a696fae7da435158f3e	3a3c75c8d210a5f0effbe2be5166e541e6855356	1634f1131aece5cf68a4b22896aaabf37e3d5134	f08806824e049408ec747f2283869a6bd09b4f7d	2024-12-29T17:06:09+09:00	2024-12-29T17:06:09+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
80da7131c8252567fe3fe123cdc4c45cb1d9137e	f309c979b688fe3f8420413c58c242c16051b28b	4ae887f02663001fdff881b5b7b2bbae891c5b73 0d923ddcdb80e62884be3607c8eb5bfde9b49a02	b4cd20ebcd070d8f02fc60589b9458d0ae817231 dbffb4821d37e4d6af714e86a3b837aa013d402f	1634f1131aece5cf68a4b22896aaabf37e3d5134	f08806824e049408ec747f2283869a6bd09b4f7d	2024-12-30T09:04:59+09:00	2024-12-30T09:04:59+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
2265064ddf7f9fe3c80fc4b3a85f44afee36a055	ed85b4077fb7a9e1a377d2db726438c57fb6d209	80da7131c8252567fe3fe123cdc4c45cb1d9137e	f309c979b688fe3f8420413c58c242c16051b28b	4d3368f5a10d72a03e1e3e3ad6b4b7335743c150	15e21ff5821c9eae1b44aecdf59a14d4a0100802	2024-12-30T17:03:49+09:00	2024-12-30T17:03:49+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
d22c4835b533c7818a74949f19b947742a83422f	c0e9a7a4b92190be6329a0ed1164a2ac30ac57ca	2265064ddf7f9fe3c80fc4b3a85f44afee36a055	ed85b4077fb7a9e1a377d2db726438c57fb6d209	0fad47bc84d45925c8bafcca7adc533d2f159e12	db4e5b1a49bd3ecaf622ed369566500f5db57557	2025-01-01T09:00:21+09:00	2025-01-01T09:00:21+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
966c8724ceaa4811b70137e99514f63c42fed18a	02c7596decfc76b5cb9579c53804501d9ce3e094	d22c4835b533c7818a74949f19b947742a83422f	c0e9a7a4b92190be6329a0ed1164a2ac30ac57ca	31a464e81eb567389e1608cf1809bac64f52523b	9567cc9ce8e510628b69d697ccccd3d9eba6f172	2025-01-02T09:58:02+09:00	2025-01-02T09:58:02+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
d98ea750851a38a3fdf63309269c8850c3c7a72c	8f79c544f80c4c12dc41be60a0080efba4d8bfcc	80da7131c8252567fe3fe123cdc4c45cb1d9137e 966c8724ceaa4811b70137e99514f63c42fed18a	f309c979b688fe3f8420413c58c242c16051b28b 02c7596decfc76b5cb9579c53804501d9ce3e094	31a464e81eb567389e1608cf1809bac64f52523b	9567cc9ce8e510628b69d697ccccd3d9eba6f172	2025-01-02T16:56:52+09:00	2025-01-02T16:56:52+09:00	integrated Spring JSON escaping at original test responsibility; integrated final exercise contracts at original frame responsibilities
